Date,Open,High,Low,Close,Adj Close,Volume
2020-03-04,59.099998,59.400002,58.599998,59.000000,56.456898,2344299
2020-03-05,59.599998,59.900002,59.599998,59.900002,57.318104,1304127
2020-03-06,59.299999,59.299999,58.500000,58.500000,55.978447,3620282
2020-03-09,58.000000,58.599998,57.700001,58.500000,55.978447,4304981
2020-03-10,58.099998,58.799999,57.900002,58.099998,55.595688,2594421
2020-03-11,58.099998,58.500000,58.000000,58.099998,55.595688,2612765
2020-03-12,57.900002,57.900002,54.299999,55.200001,52.820690,8086292
2020-03-13,50.299999,53.799999,50.200001,53.299999,51.002586,9191915
2020-03-16,53.299999,53.299999,51.400002,52.000000,49.758621,4949042
2020-03-17,50.200001,51.200001,50.000000,51.000000,48.801723,7753028
2020-03-18,50.599998,50.900002,49.950001,50.000000,47.844826,5265550
2020-03-19,48.599998,49.200001,45.849998,46.200001,44.208622,8554703
2020-03-20,46.900002,50.299999,46.900002,49.500000,47.366379,6552885
2020-03-23,46.500000,47.849998,46.500000,46.950001,44.926292,2599699
2020-03-24,47.400002,49.950001,47.400002,48.750000,46.648708,3701755
2020-03-25,50.000000,50.599998,49.750000,49.950001,47.796982,3662411
2020-03-26,50.200001,50.500000,49.299999,49.650002,47.509914,2604906
2020-03-27,50.500000,51.000000,49.099998,49.549999,47.414223,2959184
2020-03-30,48.799999,49.750000,48.000000,49.250000,47.127155,1658654
2020-03-31,49.650002,49.950001,49.049999,49.500000,47.366379,3174869
2020-04-01,49.599998,49.799999,49.000000,49.000000,46.887932,2431281
2020-04-06,49.799999,50.099998,49.200001,49.950001,47.796982,3194464
2020-04-07,50.799999,51.500000,50.599998,51.200001,48.993103,3308621
2020-04-08,51.200001,53.500000,50.700001,53.400002,51.098278,5218102
2020-04-09,56.700001,56.799999,54.099998,54.799999,52.437931,8786295
2020-04-10,54.700001,54.799999,53.400002,54.299999,51.959480,3262439
2020-04-13,54.099998,54.200001,53.500000,53.500000,51.193966,1822608
2020-04-14,53.900002,54.700001,53.900002,54.299999,51.959480,3558976
2020-04-15,54.500000,55.000000,54.200001,54.500000,52.150860,4094520
2020-04-16,53.900002,54.500000,53.700001,54.000000,51.672413,3486815
2020-04-17,54.799999,55.500000,54.099998,54.500000,52.150860,4682144
2020-04-20,54.500000,54.599998,54.099998,54.400002,52.055172,2284413
2020-04-21,54.000000,54.000000,52.400002,52.400002,50.141380,3842102
2020-04-22,51.599998,53.400002,51.299999,53.099998,50.811207,2460390
2020-04-23,53.200001,54.299999,53.200001,53.799999,51.481033,2191779
2020-04-24,53.799999,54.400002,53.599998,53.599998,51.289654,2010104
2020-04-27,54.299999,55.000000,54.299999,54.599998,52.246552,2975069
2020-04-28,54.700001,55.000000,54.500000,54.599998,52.246552,2621229
2020-04-29,54.900002,55.099998,54.700001,54.900002,52.533623,3703000
2020-04-30,57.400002,58.500000,57.200001,57.599998,55.117241,15348371
2020-05-04,55.500000,56.299999,55.200001,56.299999,53.873276,5348601
2020-05-05,56.400002,56.900002,55.599998,55.900002,53.490517,3183883
2020-05-06,56.400002,56.500000,55.400002,55.500000,53.107758,4360201
2020-05-07,55.599998,56.299999,55.500000,56.000000,53.586205,2930900
2020-05-08,56.400002,56.799999,56.099998,56.200001,53.777588,3566976
2020-05-11,56.400002,57.900002,56.400002,57.400002,54.925861,3895443
2020-05-12,57.000000,57.200001,56.099998,56.500000,54.064655,3767209
2020-05-13,56.200001,56.900002,56.200001,56.799999,54.351723,2494311
2020-05-14,55.500000,56.200001,55.500000,55.500000,53.107758,4356326
2020-05-15,55.599998,56.000000,54.000000,54.799999,52.437931,3737483
2020-05-18,53.700001,54.299999,53.299999,53.700001,51.385345,2991095
2020-05-19,55.000000,55.000000,54.000000,54.500000,52.150860,1784253
2020-05-20,54.500000,55.000000,54.500000,54.700001,52.342243,1853305
2020-05-21,54.700001,55.400002,54.500000,55.099998,52.724998,2037853
2020-05-22,55.000000,55.000000,53.599998,53.599998,51.289654,2798988
2020-05-25,53.900002,54.000000,52.400002,53.200001,50.906898,1800103
2020-05-26,53.799999,54.700001,53.500000,54.000000,51.672413,1881043
2020-05-27,54.000000,54.500000,53.799999,54.299999,51.959480,2055491
2020-05-28,54.500000,54.799999,53.599998,53.700001,51.385345,2165559
2020-05-29,53.299999,53.900002,53.099998,53.900002,51.576725,3951951
2020-06-01,54.500000,54.500000,53.799999,54.000000,51.672413,2456539
2020-06-02,54.000000,54.700001,54.000000,54.299999,51.959480,2031139
2020-06-03,55.000000,55.400002,54.700001,55.200001,52.820690,3543709
2020-06-04,55.500000,55.700001,54.799999,55.200001,52.820690,3509216
2020-06-05,55.200001,56.000000,54.900002,55.500000,53.107758,3290537
2020-06-08,55.700001,55.900002,55.099998,55.799999,53.394825,3388700
2020-06-09,55.799999,55.799999,55.200001,55.400002,53.012070,1927415
2020-06-10,55.099998,55.900002,55.000000,55.700001,53.299137,2242045
2020-06-11,55.400002,55.700001,54.400002,54.500000,52.150860,3283959
2020-06-12,53.200001,54.099998,52.799999,53.799999,51.481033,3082716
2020-06-15,53.900002,54.099998,53.099998,53.099998,50.811207,2981982
2020-06-16,53.799999,54.700001,53.700001,54.099998,51.768101,2225932
2020-06-17,54.200001,55.099998,54.200001,54.500000,52.150860,2565066
2020-06-18,54.799999,55.200001,54.099998,55.200001,52.820690,2867690
2020-06-19,55.400002,55.400002,54.099998,54.099998,51.768101,6571925
2020-06-22,54.299999,54.500000,53.900002,54.400002,52.055172,2043071
2020-06-23,55.000000,55.200001,54.299999,54.700001,52.342243,2394357
2020-06-24,55.299999,56.000000,55.200001,55.900002,53.490517,6435750
2020-06-29,55.299999,55.700001,55.000000,55.200001,52.820690,3237431
2020-06-30,55.900002,56.500000,55.599998,56.500000,54.064655,5335084
2020-07-01,57.099998,58.000000,56.599998,57.000000,54.543102,7711858
2020-07-02,57.200001,57.400002,56.400002,57.400002,54.925861,3218802
2020-07-03,57.599998,58.000000,56.799999,57.000000,54.543102,3698535
2020-07-06,57.200001,58.200001,57.200001,57.799999,55.308620,4696985
2020-07-07,58.700001,59.200001,57.400002,57.900002,55.404312,6120970
2020-07-08,58.000000,58.200001,57.599998,58.200001,55.691380,3468547
2020-07-09,58.500000,58.900002,57.900002,58.000000,55.500000,4038175
2020-07-10,58.000000,58.200001,57.000000,57.099998,54.638790,3099532
2020-07-13,57.700001,58.299999,57.400002,58.000000,55.500000,3703336
2020-07-14,58.099998,58.500000,57.599998,57.700001,55.212933,3994530
2020-07-15,58.400002,58.700001,57.099998,57.200001,54.734482,5988573
2020-07-16,57.900002,58.000000,57.299999,58.000000,55.500000,3956870
2020-07-17,58.599998,58.799999,57.500000,57.700001,55.212933,6982498
2020-07-20,58.200001,58.200001,56.700001,56.900002,54.447414,6252631
2020-07-21,57.400002,57.900002,56.700001,57.599998,55.117241,5891927
2020-07-22,57.799999,58.000000,57.400002,58.000000,55.500000,7285025
2020-07-23,56.000000,56.400002,55.099998,55.299999,55.299999,5135223
2020-07-24,55.099998,55.200001,54.000000,54.200001,54.200001,4500269
2020-07-27,54.099998,54.700001,53.500000,53.599998,53.599998,4351611
2020-07-28,53.500000,55.400002,53.400002,53.599998,53.599998,3998010
2020-07-29,53.700001,54.200001,53.500000,53.700001,53.700001,1901612
2020-07-30,54.000000,54.799999,53.700001,54.799999,54.799999,2738221
2020-07-31,54.500000,55.000000,54.200001,54.200001,54.200001,2622176
2020-08-03,54.299999,54.500000,53.799999,53.900002,53.900002,2967736
2020-08-04,54.099998,54.700001,53.799999,54.500000,54.500000,1991420
2020-08-05,54.900002,54.900002,54.400002,54.500000,54.500000,2546814
2020-08-06,54.900002,55.200001,54.500000,54.799999,54.799999,2255683
2020-08-07,54.900002,54.900002,54.099998,54.299999,54.299999,2147555
2020-08-10,54.400002,54.700001,54.099998,54.400002,54.400002,2041310
2020-08-11,54.700001,54.700001,53.700001,53.700001,53.700001,2460000
2020-08-12,53.700001,53.900002,53.200001,53.599998,53.599998,2065091
2020-08-13,54.000000,54.000000,52.799999,53.099998,53.099998,3826692
2020-08-14,53.099998,53.700001,53.000000,53.599998,53.599998,1964636
2020-08-17,53.700001,54.299999,53.500000,54.299999,54.299999,2008673
2020-08-18,54.200001,54.299999,53.500000,54.000000,54.000000,2174491
2020-08-19,54.099998,54.599998,53.500000,53.500000,53.500000,2552364
2020-08-20,53.700001,53.700001,50.500000,51.200001,51.200001,5341845
2020-08-21,51.500000,52.400002,51.200001,51.799999,51.799999,2609577
2020-08-24,51.799999,52.400002,51.700001,52.099998,52.099998,2009900
2020-08-25,52.299999,53.500000,52.299999,53.099998,53.099998,2222374
2020-08-26,53.000000,53.299999,52.700001,53.299999,53.299999,1376766
2020-08-27,53.299999,53.500000,52.799999,53.099998,53.099998,1334345
2020-08-28,52.900002,53.400002,52.599998,53.000000,53.000000,1471031
2020-08-31,53.400002,53.400002,52.200001,52.200001,52.200001,4606008
2020-09-01,52.400002,53.400002,51.900002,53.000000,53.000000,2236124
2020-09-02,53.000000,53.400002,53.000000,53.400002,53.400002,1614035
2020-09-03,53.900002,54.200001,53.299999,53.299999,53.299999,2374733
2020-09-04,52.799999,52.900002,52.200001,52.500000,52.500000,2549647
2020-09-07,52.599998,53.200001,52.299999,52.700001,52.700001,1183406
2020-09-08,52.700001,52.799999,52.200001,52.299999,52.299999,1830306
2020-09-09,52.200001,52.500000,51.599998,52.099998,52.099998,1972787
2020-09-10,52.299999,52.500000,52.200001,52.299999,52.299999,984974
2020-09-11,52.299999,52.700001,52.000000,52.700001,52.700001,1570627
2020-09-14,52.900002,52.900002,52.400002,52.799999,52.799999,1320425
2020-09-15,52.900002,53.200001,52.799999,53.200001,53.200001,1617428
2020-09-16,53.400002,53.400002,53.000000,53.000000,53.000000,1722073
2020-09-17,53.000000,53.200001,52.700001,52.900002,52.900002,1030427
2020-09-18,53.000000,53.400002,52.599998,52.599998,52.599998,3498855
2020-09-21,53.099998,53.900002,53.000000,53.000000,53.000000,2004556
2020-09-22,52.400002,52.599998,51.599998,52.000000,52.000000,3515164
2020-09-23,51.799999,51.799999,51.099998,51.400002,51.400002,3900024
2020-09-24,51.000000,51.099998,50.000000,50.299999,50.299999,5463447
2020-09-25,50.599998,50.700001,50.000000,50.400002,50.400002,2181894
2020-09-28,50.799999,51.500000,50.700001,51.000000,51.000000,1833793
2020-09-29,51.299999,51.799999,51.000000,51.299999,51.299999,1471109
2020-09-30,51.700001,51.799999,51.299999,51.500000,51.500000,1666047
2020-10-05,51.400002,52.099998,51.000000,51.000000,51.000000,1662179
2020-10-06,52.299999,52.299999,51.599998,51.900002,51.900002,1786776
2020-10-07,51.299999,51.700001,51.299999,51.400002,51.400002,1347867
2020-10-08,51.599998,52.200001,51.400002,52.099998,52.099998,1900210
2020-10-12,52.400002,52.500000,51.599998,52.000000,52.000000,1928368
2020-10-13,52.000000,52.099998,51.500000,52.000000,52.000000,892781
2020-10-14,52.299999,52.299999,51.799999,51.799999,51.799999,1467261
2020-10-15,51.700001,51.900002,51.400002,51.400002,51.400002,1125590
2020-10-16,51.400002,52.099998,51.200001,51.200001,51.200001,1428810
2020-10-19,51.500000,52.299999,51.500000,51.900002,51.900002,1883694
2020-10-20,51.799999,52.200001,51.400002,51.599998,51.599998,1669465
2020-10-21,52.000000,52.000000,51.400002,51.400002,51.400002,1433561
2020-10-22,51.400002,51.599998,51.200001,51.299999,51.299999,985478
2020-10-23,51.299999,51.700001,51.200001,51.700001,51.700001,1182253
2020-10-26,51.700001,51.700001,51.400002,51.400002,51.400002,683119
2020-10-27,51.099998,51.400002,51.099998,51.200001,51.200001,1032587
2020-10-28,51.200001,51.400002,50.799999,51.000000,51.000000,1548316
2020-10-29,50.700001,50.700001,50.000000,50.400002,50.400002,2010898
2020-10-30,50.200001,50.299999,50.000000,50.099998,50.099998,2523903
2020-11-02,50.299999,50.500000,50.200001,50.299999,50.299999,1308455
2020-11-03,50.700001,51.200001,50.599998,51.099998,51.099998,1511495
2020-11-04,51.400002,51.400002,51.000000,51.099998,51.099998,1132931
2020-11-05,51.299999,51.700001,51.099998,51.200001,51.200001,1369809
2020-11-06,51.500000,51.599998,51.099998,51.299999,51.299999,1461406
2020-11-09,51.799999,52.000000,51.400002,51.700001,51.700001,1974642
2020-11-10,51.799999,52.000000,51.400002,51.599998,51.599998,1928192
2020-11-11,51.599998,52.400002,51.500000,52.299999,52.299999,3028318
2020-11-12,52.400002,52.500000,51.900002,52.299999,52.299999,1610675
2020-11-13,51.799999,51.799999,51.000000,51.000000,51.000000,4743989
2020-11-16,51.500000,51.700001,51.000000,51.500000,51.500000,2462401
2020-11-17,51.599998,51.700001,51.200001,51.299999,51.299999,2449899
2020-11-18,51.299999,51.799999,51.299999,51.799999,51.799999,3174791
2020-11-19,51.799999,51.799999,51.500000,51.500000,51.500000,1905997
2020-11-20,51.599998,52.200001,51.500000,52.099998,52.099998,3047147
2020-11-23,52.400002,52.700001,52.099998,52.400002,52.400002,3939010
2020-11-24,52.599998,52.599998,51.599998,51.599998,51.599998,2823934
2020-11-25,52.000000,52.099998,51.500000,51.599998,51.599998,2155067
2020-11-26,51.900002,52.299999,51.900002,52.200001,52.200001,2279510
2020-11-27,52.299999,52.400002,52.000000,52.099998,52.099998,2348667
2020-11-30,52.200001,52.599998,51.799999,52.599998,52.599998,8159949
2020-12-01,52.700001,52.700001,52.099998,52.400002,52.400002,3061131
2020-12-02,52.400002,52.599998,52.200001,52.200001,52.200001,2336992
2020-12-03,52.200001,52.299999,51.599998,51.599998,51.599998,4545090
2020-12-04,52.000000,52.599998,52.000000,52.500000,52.500000,4921118
2020-12-07,53.099998,56.599998,52.900002,56.299999,56.299999,26312841
2020-12-08,56.000000,56.299999,54.599998,54.700001,54.700001,15660076
2020-12-09,54.900002,55.500000,54.700001,54.700001,54.700001,8830558
2020-12-10,54.500000,54.500000,53.200001,53.200001,53.200001,9121261
2020-12-11,53.400002,53.799999,52.299999,53.000000,53.000000,6238125
2020-12-14,53.200001,53.599998,52.700001,52.700001,52.700001,6165514
2020-12-15,52.700001,53.000000,52.000000,52.000000,52.000000,4732553
2020-12-16,52.500000,53.000000,52.299999,52.900002,52.900002,4294152
2020-12-17,52.900002,53.000000,52.400002,52.599998,52.599998,2359502
2020-12-18,52.599998,52.599998,51.900002,51.900002,51.900002,6128770
2020-12-21,52.299999,52.500000,51.400002,52.200001,52.200001,4476041
2020-12-22,52.099998,53.200001,51.799999,52.000000,52.000000,6906035
2020-12-23,52.299999,52.500000,51.900002,52.099998,52.099998,3179554
2020-12-24,52.400002,53.400002,52.200001,52.700001,52.700001,5897007
2020-12-25,53.099998,54.200001,53.099998,53.700001,53.700001,7801239
2020-12-28,54.400002,54.599998,53.799999,54.000000,54.000000,5117035
2020-12-29,54.299999,54.299999,53.299999,53.400002,53.400002,4068026
2020-12-30,53.500000,53.900002,53.099998,53.599998,53.599998,3905348
